Artist,Track,Album,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_min,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream,EnergyLiveness,most_playedon
Asees Kaur,Ve Maahi,The Asees Kaur Collection,compilation,0.65,0.551,-6.906,0.0274,0.405,0,0.219,0.294,102.934,3.733316667,Ve Maahi | Kesari | Akshay Kumar & Parineeti Chopra | Arijit Singh & Asees Kaur | Tanishk Bagchi,Dharma Productions,63941036,452633,9023,FALSE,FALSE,88656435,2.515981735,Spotify
Asees Kaur,Bandeya Rey Bandeya,Simmba,compilation,0.445,0.615,-7.714,0.0852,0.422,0,0.116,0.235,123.984,4.24735,"Bandeya Rey Bandeya Lyrical | SIMMBA | Ranveer Singh, Sara Ali Khan | Arijit Singh | Asees Kaur",T-Series,34972892,696741,12453,TRUE,TRUE,18212168,5.301724138,Youtube
Asees Kaur,Valentine's Mashup 2019,Valentine's Mashup 2019,single,0.595,0.61,-6.887,0.0499,0.332,2.14E-06,0.0628,0.314,97.974,3.542033333,"Valentine's Mashup 2021 | Kedrock, Sd Style | Romantic Songs | T-Series",Pop Chartbusters,378221,4708,108,TRUE,TRUE,55399812,9.713375796,Spotify
Asees Kaur,Chogada (From "Loveyatri"),Chogada (From "Loveyatri"),single,0.359,0.972,-3.452,0.109,0.136,2.52E-06,0.14,0.595,62.914,4.162366667,"Chogada With Lyrics  | Loveyatri | Aayush Sharma | Warina Hussain |Darshan Raval, Lijo-DJ Chetas",T-Series,674986702,3202371,75318,TRUE,TRUE,51899648,6.942857143,Youtube
Disclosure,Latch,Settle (Deluxe),album,0.729,0.735,-5.455,0.0919,0.0178,0.000193,0.089,0.544,121.986,4.26445,Disclosure - Latch feat. Sam Smith  (Official Video),Disclosure,422714286,2389006,63448,FALSE,TRUE,820752768,8.258426966,Spotify
Disclosure,You & Me - Flume Remix,Settle (The Remixes),album,0.593,0.392,-6.872,0.0257,0.382,0.000114,0.131,0.25,75.065,4.71355,Disclosure - You & Me (Flume Remix) [Official Video],Flume,73690382,662147,10599,FALSE,TRUE,538525185,2.992366412,Spotify
Disclosure,Know Your Worth,Know Your Worth,single,0.79,0.694,-7.726,0.0708,0.145,0.00252,0.281,0.508,103.007,3.023933333,"Khalid, Disclosure - Know Your Worth (Official Video)",KhalidVEVO,15688598,228647,3347,TRUE,TRUE,375510368,2.46975089,Spotify
Disclosure,Talk,Talk,single,0.9,0.4,-8.443,0.124,0.0501,0,0.0876,0.338,136.001,3.29145,Khalid - Talk (Official Video),KhalidVEVO,309634119,2420703,35242,TRUE,TRUE,881783821,4.566210046,Spotify
Disclosure,Unholy (feat. Kim Petras) - Disclosure Remix,Unholy (feat. Kim Petras) [ACRAZE Remix],single,0.742,0.778,-6.762,0.0505,0.00495,0.00754,0.343,0.171,128.014,3.90685,"Sam Smith, Kim Petras - Unholy (Disclosure Remix)",SamSmithVEVO,1562936,26023,485,TRUE,TRUE,11437614,2.268221574,Spotify
Disclosure,Waterfall,Waterfall,single,0.691,0.733,-6.887,0.0572,0.0212,5.61E-05,0.0894,0.834,128.038,3.868666667,Disclosure x Raye - Waterfall (Official Audio),Disclosure,1137423,14262,447,FALSE,TRUE,25897444,8.199105145,Spotify
Disclosure,Omen - Radio Edit,Omen (Radio Edit),single,0.671,0.786,-4.857,0.14,0.115,0,0.363,0.621,106.057,3.280283333,Disclosure - Omen ft. Sam Smith,DisclosureVEVO,209580388,885845,19016,TRUE,TRUE,243945931,2.165289256,Spotify
Disclosure,Magnets,Caracal (Deluxe),album,0.704,0.628,-7.882,0.162,0.0626,1.49E-06,0.103,0.654,92.005,3.320766667,Disclosure - Magnets ft. Lorde,DisclosureVEVO,142307534,784707,21033,TRUE,TRUE,186078668,6.097087379,Spotify
Disclosure,Know Your Worth (feat. Davido & Tems),Know Your Worth (feat. Davido & Tems),single,0.819,0.744,-6.826,0.0799,0.0133,0.00177,0.0995,0.665,102.995,3.184466667,"Khalid, Disclosure - Know Your Worth (Official Audio) ft. Davido, Tems",KhalidVEVO,7726465,102288,1729,TRUE,TRUE,49205438,7.477386935,Spotify
Disclosure,Help Me Lose My Mind,Settle (Deluxe),album,0.78,0.708,-5.692,0.0549,0.0395,0.0798,0.0516,0.345,109.023,4.074666667,Disclosure feat. London Grammar - Help Me Lose My Mind (lyrics) Music Video,Joe Cook,12281344,74997,919,FALSE,FALSE,160376893,13.72093023,Spotify
Vintage Culture,Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,Slow Down (feat. Jorja Smith) [Vintage Culture & Slow Motion Remix],single,0.881,0.661,-7.681,0.0343,0.098,0.0187,0.101,0.965,124.023,3.021766667,Maverick Sabre - Slow Down Feat. Jorja Smith (Slow Motion & Vintage Culture Official Remix),Vintage Culture,55495931,390540,6691,FALSE,TRUE,214283293,6.544554455,Spotify
Vintage Culture,You Give Me A Feeling,You Give Me A Feeling,single,0.761,0.867,-6.168,0.0499,0.259,0.615,0.0689,0.679,126.03,3.098266667,"Vintage Culture, James Hype - You Give Me A Feeling [Visualizer]",Vintage Culture,2766266,36288,589,FALSE,TRUE,33335286,12.58345428,Spotify
Vintage Culture,I Will Find,I Will Find,single,0.922,0.535,-8.171,0.0484,0.144,0.271,0.552,0.382,123.972,3.745566667,"Vintage Culture, Rooftime - I Will Find (Official Music Video)",Vintage Culture,37829914,327196,4156,FALSE,TRUE,109470240,0.969202899,Spotify
Vintage Culture,World Hold On (Radio Edit) [Vintage Culture & Dubdogz Remix],World Hold On (Radio Edit) [Vintage Culture & Dubdogz Remix],single,0.604,0.894,-3.796,0.199,0.0829,0.000564,0.201,0.669,122.884,2.867883333,Bob Sinclar Ft. Steve Edwards - World Hold On (Vintage Culture & Dubdogz Remix) (Radio Edit),Bob Sinclar,601185,8693,104,TRUE,TRUE,71570851,4.447761194,Spotify
Vintage Culture,This Feeling,This Feeling,single,0.696,0.685,-6.64,0.0376,0.0156,0.406,0.205,0.206,124.985,3.274,Vintage Culture & GoodBoys - This Feeling,Vintage Culture,1521298,14321,541,FALSE,TRUE,14695860,3.341463415,Spotify
Vintage Culture,Under Pressure,Under Pressure,single,0.416,0.821,-7.502,0.0394,0.183,0.013,0.149,0.521,122.916,3.252033333,Meduza & Vintage Culture - Under Pressure,Selected.,241453,6196,384,FALSE,FALSE,7439841,5.510067114,Spotify
Vintage Culture,Pontos de Exclamação - Vintage Culture & Future Class Remix,Pontos de Exclamação (Vintage Culture & Future Class Remix),single,0.786,0.75,-6.277,0.102,0.0742,0.0277,0.109,0.696,124.032,3.646166667,Jovem Dionisio - Pontos de Exclamação (Vintage Culture & Future Class Remix),Vintage Culture,18399572,130893,3345,FALSE,TRUE,58047260,6.880733945,Spotify
Vintage Culture,Drinkee - Vintage Culture & John Summit Remix,Drinkee (Vintage Culture & John Summit Remix),single,0.741,0.726,-6.404,0.0462,0.021,0.776,0.0776,0.37,124.009,3.41935,SOFI TUKKER - Drinkee (Vintage Culture & Slow Motion! Remix) [Official Audio],SOFI TUKKER,731549,10941,184,FALSE,TRUE,24443946,9.355670103,Spotify
Vintage Culture,Party On My Own (feat. FAULHABER),Party On My Own (feat. FAULHABER),single,0.757,0.834,-4.362,0.0452,0.00428,0.000301,0.217,0.294,121.066,2.441666667,Alok & Vintage Culture - Party On My Own (Feat. FAULHABER) [Official Video],Alok,13523525,182787,4192,FALSE,TRUE,85597159,3.843317972,Spotify
Vintage Culture,Love Tonight (Vintage Culture & Kiko Franco Remix Edit),Love Tonight (Vintage Culture & Kiko Franco Remix),single,0.487,0.708,-10.38,0.0392,0.00019,0.0319,0.2,0.0345,122.917,3.475616667,Shouse - Love Tonight (Vintage Culture & Kiko Franco RMX)  [Lyric Video],Vintage Culture,1688067,40392,564,FALSE,TRUE,38615779,3.54,Spotify
Lord Huron,The Night We Met,Strange Trails,album,0.545,0.366,-9.51,0.0378,0.969,0.267,0.641,0.1,86.997,3.4702,Lord Huron - The Night We Met (Official Lyric Video),Lord Huron,195164043,2150296,42550,TRUE,TRUE,1223356565,0.570982839,Spotify
Lord Huron,The Night We Met (feat. Phoebe Bridgers),The Night We Met (feat. Phoebe Bridgers),single,0.417,0.362,-11.109,0.0409,0.974,0.172,0.631,0.12,174.004,3.484683333,Lord Huron ft. Phoebe Bridgers – The Night We Met,Interscope Records,1787395,26979,821,FALSE,FALSE,0,0.573692552,Youtube
Lord Huron,Ends of the Earth,Lonesome Dreams (Bonus Track Version),album,0.553,0.578,-8.679,0.0299,0.267,0.0377,0.267,0.407,120.993,4.735783333,Lord Huron - Ends of the Earth (Official Music Video),Lord Huron,12120876,123603,3154,TRUE,TRUE,147361353,2.164794007,Spotify
Lord Huron,Meet Me in the Woods,Strange Trails,album,0.543,0.925,-6.783,0.0448,0.392,0.456,0.0668,0.594,80.499,4.37015,Lord Huron - Meet Me In The Woods (Official Music Video),Affsta,7161,155,15,FALSE,FALSE,0,13.84730539,Youtube
Lord Huron,I Lied (with Allison Ponthier),Long Lost,album,0.44,0.269,-10.769,0.0262,0.914,0.261,0.132,0.138,103.877,3.906383333,Lord Huron - I Lied ft. Allison Ponthier (Official Music Video),Lord Huron,4004343,66470,2264,FALSE,TRUE,34528316,2.037878788,Spotify
Lord Huron,Harvest Moon - Recorded at Spotify Studios NYC,Spotify Singles,single,0.417,0.285,-11.041,0.0346,0.803,0.005,0.269,0.243,120.954,5.772883333,Lord Huron - Harvest Moon,Junior Covarrubias,25658,565,13,FALSE,FALSE,37716626,1.059479554,Spotify
Lord Huron,When the Night is Over,Vide Noir,album,0.686,0.413,-6.332,0.0263,0.103,0.115,0.122,0.595,95.989,5.187116667,Lord Huron - When the Night is Over,LordHuronVEVO,6511974,114445,2146,TRUE,TRUE,55052697,3.385245902,Spotify
Lord Huron,Love Like Ghosts,Strange Trails,album,0.47,0.548,-7.227,0.0271,0.77,0.0014,0.123,0.186,137.084,3.734366667,Lord Huron - Love Like Ghosts,lisonlevesque,2484488,17961,336,FALSE,FALSE,41897220,4.455284553,Spotify
Lord Huron,Love Me Like You Used To,Long Lost,album,0.507,0.715,-5.93,0.0267,0.576,0.00416,0.155,0.793,76.01,3.678966667,Lord Huron - Love Me Like You Used To,LordHuronVEVO,1927155,65571,1021,TRUE,TRUE,15681548,4.612903226,Spotify
Lord Huron,The Moon Doesn’t Mind,Long Lost,album,0.271,0.333,-11.608,0.0303,0.765,0.26,0.483,0.217,98.78,1.180216667,Lord Huron - The Moon Doesn't Mind (Official Audio),LordHuronVEVO,259263,7668,130,TRUE,TRUE,5678236,0.689440994,Spotify
Noah Cyrus,July,THE END OF EVERYTHING,album,0.708,0.186,-8.953,0.042,0.868,0,0.0779,0.322,72.541,2.601766667,Noah Cyrus - July (Official Video),NoahCyrusVEVO,66668467,1028347,17871,TRUE,TRUE,679377729,2.387676508,Spotify
Noah Cyrus,July (feat. Leon Bridges),July (feat. Leon Bridges),single,0.708,0.211,-9.603,0.0424,0.853,0,0.131,0.362,72.5,2.538,Noah Cyrus ft. Leon Bridges - July (Lyric Video),TheGoodVibe,1737734,15542,273,TRUE,TRUE,159856012,1.610687023,Spotify
Noah Cyrus,Lonely,THE END OF EVERYTHING,album,0.53,0.281,-8.274,0.0577,0.798,0,0.0928,0.341,122.442,2.406283333,Noah Cyrus - Lonely (Official Video),NoahCyrusVEVO,9975242,296055,5708,TRUE,TRUE,155753424,3.028017241,Spotify
Noah Cyrus,Dear August,Dear August,single,0.643,0.324,-7.817,0.0338,0.8,0,0.111,0.444,147.019,3.349,"PJ Harding, Noah Cyrus - Dear August (Official Video)",NoahCyrusVEVO,4401820,100856,2088,TRUE,TRUE,57664919,2.918918919,Spotify
Noah Cyrus,Again (feat. XXXTENTACION),Again (feat. XXXTENTACION),single,0.664,0.738,-4.095,0.0338,0.188,5.75E-05,0.135,0.203,119.973,3.2327,Noah Cyrus - Again (Official Music Video) ft. XXXTENTACION,NoahCyrusVEVO,125866399,1899827,63867,TRUE,TRUE,244916351,5.466666667,Spotify
Noah Cyrus,I Burned LA Down,The Hardest Part,album,0.666,0.547,-8.706,0.0643,0.145,0.000274,0.0987,0.165,117.991,3.2542,Noah Cyrus - I Burned LA Down (Official Video),NoahCyrusVEVO,2983517,73442,1674,TRUE,TRUE,21857065,5.542046606,Spotify
Noah Cyrus,Make Me (Cry),Make Me (Cry),single,0.588,0.471,-7.287,0.0577,0.592,0.00146,0.0733,0.209,152.881,4.034683333,"Noah Cyrus, Labrinth - Make Me (Cry) (Official Music Video) ft. Labrinth",NoahCyrusVEVO,159038229,1825229,57724,TRUE,TRUE,273507896,6.425648022,Spotify
Noah Cyrus,All Falls Down (feat. Juliander),Different World,album,0.655,0.672,-4.966,0.0581,0.253,0,0.312,0.675,98.005,3.314666667,Alan Walker - All Falls Down (feat. Noah Cyrus with Digital Farm Animals),Alan Walker,260331364,2608017,76933,TRUE,TRUE,496049805,2.153846154,Spotify
Noah Cyrus,I Just Want a Lover,The Hardest Part,album,0.666,0.798,-7.04,0.027,0.128,0.00665,0.15,0.904,119.941,3.357716667,Noah Cyrus - I Just Want a Lover (Official Video),NoahCyrusVEVO,1565296,39695,1204,TRUE,TRUE,6927700,5.32,Spotify
Noah Cyrus,Mr. Percocet,The Hardest Part,album,0.682,0.705,-6.34,0.0425,0.179,8.88E-05,0.154,0.862,133.062,3.232883333,Noah Cyrus - Mr. Percocet (Official Video),NoahCyrusVEVO,1659852,43476,1434,TRUE,TRUE,12160841,4.577922078,Spotify
ScHoolboy Q,Collard Greens,Oxymoron (Deluxe),album,0.825,0.575,-4.87,0.0633,0.025,9.94E-06,0.205,0.65,153.954,4.999333333,SchoolBoy Q - Collard Greens (Explicit) ft. Kendrick Lamar,ScHoolBoyQVEVO,176588639,1162033,39019,TRUE,TRUE,490219494,2.804878049,Spotify
ScHoolboy Q,Man Of The Year,Oxymoron (Deluxe),album,0.749,0.865,-5.228,0.0413,0.00536,0,0.198,0.371,111.914,3.600216667,ScHoolboy Q - Man Of The Year,ScHoolBoyQVEVO,93132807,595865,20505,TRUE,TRUE,335500558,4.368686869,Spotify
ScHoolboy Q,Studio,Oxymoron (Deluxe),album,0.709,0.589,-7.776,0.0433,0.0507,0,0.0585,0.58,133.922,4.63445,ScHoolboy Q - Studio ft. BJ The Chicago Kid,ScHoolBoyQVEVO,82433273,638323,14159,TRUE,TRUE,237898262,10.06837607,Spotify
ScHoolboy Q,X (with 2 Chainz & Saudi),Black Panther The Album Music From And Inspired By,album,0.768,0.471,-8.406,0.259,0.0201,0,0.268,0.405,131.023,4.457116667,"3. ScHoolboy Q, 2 Chainz, Saudi – X",Mr_Robbie106,564448,9753,198,FALSE,FALSE,248242039,1.757462687,Spotify
ScHoolboy Q,CrasH,CrasH Talk,album,0.825,0.644,-6.001,0.175,0.0311,0,0.086,0.79,132.019,2.691333333,ScHoolboy Q - CrasH (Music Video),guardi,118387,1686,47,FALSE,FALSE,64127505,7.488372093,Spotify
ScHoolboy Q,Numb Numb Juice,CrasH Talk,album,0.885,0.492,-6.015,0.367,0.00172,7.79E-05,0.081,0.203,156.958,1.785783333,ScHoolboy Q - Numb Numb Juice,ScHoolBoyQVEVO,23781681,449563,12564,TRUE,TRUE,138174773,6.074074074,Spotify
ScHoolboy Q,Dangerous (feat. Kid Cudi),CrasH Talk,album,0.414,0.544,-9.455,0.102,0.636,1.71E-05,0.0813,0.0569,171.867,2.510216667,ScHoolboy Q - Dangerous (feat Kid Cudi) [Official Music Video],ScHoolBoyQVEVO,8084500,199444,5069,TRUE,TRUE,54282312,6.691266913,Spotify
ScHoolboy Q,Hands On The Wheel,Hands On The Wheel,single,0.65,0.859,-4.54,0.0957,0.021,0,0.0986,0.169,127.828,3.296666667,ScHoolboy Q - Hands On The Wheel Feat A$AP Rocky (Official Video),Top Dawg Entertainment,37788875,351799,8700,FALSE,FALSE,0,8.711967546,Youtube
ScHoolboy Q,THat Part,Blank Face LP,album,0.927,0.535,-7.59,0.0911,0.0855,0,0.136,0.336,112.96,5.226216667,ScHoolboy Q - THat Part ft. Kanye West,ScHoolBoyQVEVO,202816164,1221064,37081,TRUE,TRUE,210732313,3.933823529,Spotify
ScHoolboy Q,Floating (feat. 21 Savage),CrasH Talk,album,0.906,0.545,-4.977,0.344,0.181,0,0.091,0.543,139.932,3.113783333,ScHoolboy Q - Floating ft. 21 Savage,ScHoolBoyQVEVO,29142586,468013,7491,TRUE,TRUE,125675977,5.989010989,Spotify
Rita Ora,Follow Me,Follow Me,single,0.673,0.729,-4.879,0.0496,0.083,0,0.1,0.675,122.023,2.827866667,"Sam Feldt, Rita Ora - Follow Me (Official Video)",SamFeldtVEVO,3966591,54290,752,TRUE,TRUE,82813284,7.29,Spotify
Rita Ora,You for Me,You for Me,single,0.733,0.886,-1.856,0.0426,0.0481,1.81E-06,0.191,0.696,126.031,2.923916667,"Sigala, Rita Ora - You for Me (Official Video)",SigalaVEVO,11807012,127229,2996,TRUE,TRUE,116909208,4.638743455,Spotify
Rita Ora,Ritual,The London Sessions,album,0.647,0.726,-4.389,0.0552,0.157,0,0.0844,0.769,114.998,3.3166,"Tiësto, Jonas Blue & Rita Ora - Ritual (Official Video)",TiestoVEVO,171288114,1102397,13494,TRUE,TRUE,384769788,8.601895735,Spotify
Rita Ora,You Only Love Me,You Only Love Me,single,0.67,0.727,-5.477,0.0689,0.277,0,0.52,0.412,110.151,2.500216667,Rita Ora - You Only Love Me [Official Video],Rita Ora,1278136,39550,1599,TRUE,TRUE,1204258,1.398076923,Youtube
Rita Ora,Poison,Poison,single,0.579,0.738,-5.711,0.0542,0.0821,1.52E-06,0.232,0.431,124.023,3.381783333,RITA ORA - Poison (Video),RitaOraVEVO,79008376,577951,12500,TRUE,TRUE,130505153,3.181034483,Spotify
Rita Ora,Let You Love Me,Phoenix (Deluxe Edition),album,0.475,0.846,-3.344,0.283,0.275,0,0.0824,0.451,96.036,3.185333333,Rita Ora - Let You Love Me [Official Video],Rita Ora,508615230,2007098,29868,FALSE,TRUE,481857841,10.26699029,Youtube
Rita Ora,I Will Never Let You Down,I Will Never Let You Down,single,0.753,0.801,-3.215,0.0296,0.403,0,0.128,0.794,128.011,3.391116667,RITA ORA - I Will Never Let You Down (Video),RitaOraVEVO,177408879,815413,23761,TRUE,TRUE,195845821,6.2578125,Spotify
Rita Ora,For You (With Rita Ora),LP1,album,0.535,0.8,-4.569,0.0342,0.0183,0,0.421,0.175,113.023,4.047133333,Rita Ora - You Only Love Me [Official Video],Rita Ora,1278136,39550,1599,TRUE,TRUE,403097672,1.90023753,Spotify
Rita Ora,Your Song,Phoenix (Deluxe Edition),album,0.853,0.571,-5.845,0.0543,0.133,0,0.0564,0.958,117.991,3.002666667,Rita Ora - Your Song [Official Video],Rita Ora,80349655,514494,8911,FALSE,TRUE,583381774,10.12411348,Spotify
Rita Ora,Carry On (from the Original Motion Picture "POKÉMON Detective Pikachu"),Carry On (from the Original Motion Picture "POKÉMON Detective Pikachu"),single,0.591,0.705,-6.519,0.079,0.381,0.000116,0.131,0.27,121.799,3.5886,Carry On (from the Original Motion Picture "POKÉMON Detective Pikachu") (Official Video),KygoOfficialVEVO,97027302,593199,9135,TRUE,TRUE,280457881,5.381679389,Spotify
James Bay,Us,Electric Light,album,0.559,0.473,-4.147,0.0364,0.177,1.50E-06,0.108,0.341,69.973,3.022666667,James Bay - Us,JamesBayVEVO,66272984,570774,7942,TRUE,TRUE,268432983,4.37962963,Spotify
James Bay,Let It Go,Chaos And The Calm,album,0.546,0.311,-10.396,0.0288,0.818,1.65E-05,0.107,0.246,147.464,4.342216667,James Bay - Let It Go (Official Video),JamesBayVEVO,2112761,44813,1709,TRUE,TRUE,1032592788,2.906542056,Spotify
James Bay,Hold Back The River,Chaos And The Calm,album,0.715,0.715,-7.364,0.0904,0.0526,0,0.0936,0.506,134.923,3.979116667,James Bay - Hold Back The River,JamesBayVEVO,255221327,1390507,20209,TRUE,TRUE,605099856,7.638888889,Spotify
James Bay,Chasing Stars (feat. James Bay),Chasing Stars (feat. James Bay),single,0.594,0.64,-6.865,0.033,0.0169,0,0.135,0.492,92.871,2.84095,Alesso & Marshmello - Chasing Stars ft. James Bay (Official Video),Alesso,5668211,73900,1704,TRUE,TRUE,84763293,4.740740741,Spotify
James Bay,Peer Pressure,Oh My Messy Mind,single,0.631,0.715,-6.083,0.0277,0.0299,0,0.122,0.42,135.826,2.947116667,James Bay - Peer Pressure ft. Julia Michaels,JamesBayVEVO,12667313,128999,1415,TRUE,TRUE,225265444,5.860655738,Spotify
James Bay,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,James Bay Spotify Session 2015,single,0.68,0.315,-8.425,0.0391,0.913,0,0.712,0.361,117.614,3.94645,If You Ever Wanna Be In Love (James Bay Spotify Session 2015),James Bay - Topic,3468,63,0,TRUE,TRUE,182400827,0.44241573,Spotify
James Bay,Wild Love - Acoustic,Wild Love (Acoustic),single,0.519,0.407,-7.682,0.0384,0.844,0,0.101,0.515,139.954,3.15245,James Bay - Wild Love (Acoustic) | Radio X Session | Radio X,Radio X,279883,3435,62,TRUE,TRUE,80139044,4.02970297,Spotify
James Bay,If I Ain’t Got You - James Bay Spotify Session 2015 "Alicia Keys Cover",James Bay Spotify Session 2015,single,0.652,0.18,-9.735,0.111,0.743,4.04E-06,0.71,0.328,115.218,4.352,If I Ain’t Got You (James Bay Spotify Session 2015 "Alicia Keys Cover"),James Bay - Topic,32921,561,0,TRUE,TRUE,112922160,0.253521127,Spotify
James Bay,Us - Acoustic,Us (Acoustic),single,0.373,0.249,-8.025,0.0461,0.871,0,0.0962,0.21,71.552,3.028483333,James Bay - Us (Acoustic),JamesBayVEVO,9080941,89986,1441,TRUE,TRUE,34373600,2.588357588,Spotify
James Bay,Let It Go - James Bay Spotify Session 2015,James Bay Spotify Session 2015,single,0.499,0.21,-9.122,0.042,0.891,1.17E-05,0.726,0.39,140.23,4.76445,Let It Go (James Bay Spotify Session 2015),James Bay - Topic,44617,564,0,TRUE,TRUE,138077387,0.289256198,Spotify
Jessie J,Bang Bang,Sweet Talker (Deluxe Version),album,0.706,0.786,-3.417,0.091,0.26,0,0.38,0.751,150.028,3.323116667,"Jessie J, Ariana Grande, Nicki Minaj - Bang Bang (Official Video)",JessieJVEVO,1892443022,10635145,272545,TRUE,TRUE,1125379891,2.068421053,Youtube
Jessie J,Price Tag,Who You Are (Platinum Edition),album,0.638,0.831,-3.944,0.182,0.0281,3.06E-06,0.277,0.685,175.038,3.71755,Jessie J - Price Tag ft. B.o.B,JessieJVEVO,825677974,4108800,203128,TRUE,TRUE,410953652,3,Youtube
Jessie J,Domino,Who You Are (Platinum Edition),album,0.757,0.547,-4.573,0.0355,0.0115,0,0.0445,0.793,126.977,3.86155,Jessie J - Domino (Official Video),JessieJVEVO,339974395,1613211,96337,TRUE,TRUE,378855584,12.29213483,Spotify
Jessie J,Flashlight - From "Pitch Perfect 2" Soundtrack,Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),compilation,0.379,0.618,-7.065,0.0586,0.337,5.10E-06,0.102,0.4,147.53,3.492666667,Jessie J - Flashlight (from Pitch Perfect 2) (Official Video),JessieJVEVO,717206265,4573215,105883,TRUE,TRUE,465375390,6.058823529,Youtube
Jessie J,Man With The Bag,This Christmas Day,album,0.626,0.676,-3.178,0.0739,0.608,0,0.493,0.684,140.677,2.726,Man With The Bag,Jessie J - Topic,217211,2438,16,TRUE,TRUE,89844361,1.371196755,Spotify
Jessie J,Who You Are,Who You Are (Platinum Edition),album,0.534,0.667,-3.91,0.0336,0.0233,7.30E-06,0.261,0.215,136.043,3.846216667,Jessie J - Who You Are (Official Music Video),JessieJVEVO,176581513,1417000,53990,TRUE,TRUE,152951147,2.555555556,Youtube
Jessie J,Masterpiece,Sweet Talker (Deluxe Version),album,0.661,0.733,-2.7,0.0434,0.0153,0,0.0982,0.612,143.932,3.67755,Jessie J - Masterpiece (Official Video),JessieJVEVO,108022901,847887,18095,TRUE,TRUE,113414632,7.464358452,Spotify
Jessie J,Sexy Lady,Alive (Deluxe Edition),album,0.71,0.841,-7.082,0.0466,0.00542,1.56E-05,0.0712,0.942,127.989,3.225116667,Jessie J - Sexy Lady (Official Audio),Maiklas Thunder,1222048,4723,110,FALSE,FALSE,35842067,11.81179775,Spotify
Jessie J,I Want Love,I Want Love,single,0.652,0.768,-3.566,0.0528,0.13,0,0.138,0.492,119.936,3.291666667,Jessie J - I Want Love (Official Music Video),JessieJVEVO,5636614,136086,6556,TRUE,TRUE,27098127,5.565217391,Spotify
Jessie J,Do It Like A Dude,Who You Are (Platinum Edition),album,0.663,0.844,-3.672,0.0487,0.0506,0,0.364,0.378,140.041,3.254,Jessie J - Do It Like A Dude (Explicit) (Official Video),JessieJVEVO,145491559,794601,69185,TRUE,TRUE,105904979,2.318681319,Youtube
Die Kita-Frösche,La-Le-Lu,Die 30 besten Schlaflieder für Kinder,album,0.512,0.268,-10.52,0.0317,0.208,0.00223,0.156,0.368,120.052,2.936333333,0,0,0,0,0,0,0,43051555,1.717948718,Spotify
Die Kita-Frösche,Aramsamsam,Die 30 besten Spiel- Und Bewegungslieder,album,0.604,0.365,-5.011,0.0966,0.381,0,0.108,0.766,70.463,1.56555,"Aramsamsam - Kinderlieder-Mix || Singen, Tanzen und Bewegen",Kinderlieder zum Mitsingen und Bewegen,94022305,139786,0,TRUE,TRUE,45380468,3.37962963,Youtube
Die Kita-Frösche,"Schlaf, Kindlein, schlaf",Die 30 besten Schlaflieder für Kinder,album,0.616,0.291,-9.206,0.0363,0.834,9.05E-05,0.107,0.155,97.676,1.77855,"Schlaf, Kindlein, schlaf - Schlaflieder zum Mitsingen | Sing Kinderlieder",Sing mit mir - Kinderlieder,6875371,17930,0,TRUE,TRUE,18992188,2.719626168,Spotify
Die Kita-Frösche,Tschu Tschu Wa,Die 30 besten Faschings- und Karnevalslieder,album,0.804,0.736,-6.29,0.401,0.39,0,0.344,0.738,119.89,2.860416667,"Tschu Tschu wa  - Singen, Tanzen und Bewegen || Kinderlieder",Kinderlieder zum Mitsingen und Bewegen,41472944,84540,0,TRUE,TRUE,21930553,2.139534884,Youtube
Die Kita-Frösche,So a schöner Tag (Fliegerlied),Die 30 besten Partylieder für Kinder,album,0.566,0.724,-6.564,0.114,0.344,0,0.174,0.843,134.962,3.328,"So ein schöner Tag (Fliegerlied) - Singen, Tanzen und Bewegen || Kinderlieder",Kinderlieder zum Mitsingen und Bewegen,47181465,58928,0,TRUE,TRUE,20231053,4.16091954,Youtube
Die Kita-Frösche,"Guten Abend, gut' Nacht",Die 30 besten Schlaflieder für Kinder,album,0.629,0.214,-11.529,0.0285,0.958,0.00183,0.098,0.296,83.882,2.813816667,"Guten Abend, gut' Nacht - Die besten Schlaflieder für Kinder || Kinderlieder",Kinderlieder zum Mitsingen und Bewegen,2026852,8493,0,TRUE,TRUE,17032776,2.183673469,Spotify
Die Kita-Frösche,Der Mond ist aufgegangen,Die 30 besten Schlaflieder für Kinder,album,0.657,0.237,-13.491,0.0279,0.88,0.000246,0.15,0.302,82.019,3.24885,Der Mond ist aufgegangen - Die besten Schlaflieder für Kinder || Kinderlieder,Kinderlieder zum Mitsingen und Bewegen,700153,1727,0,TRUE,TRUE,17918760,1.58,Spotify
Die Kita-Frösche,"Hallo, hallo, schön, dass du da bist",Die 30 besten Spiel- Und Bewegungslieder,album,0.828,0.458,-7.054,0.0308,0.455,0,0.109,0.902,98.05,1.02645,"Hallo, hallo schön, dass du da bist - Singen, Tanzen und Bewegen || Kinderlieder",Kinderlieder zum Mitsingen und Bewegen,14825320,21624,0,TRUE,TRUE,23760930,4.201834862,Spotify
